,code,date,ar1,ar2,ar3,ar4,ar5,car1,car2,car3,car4,car5
0,1419,2017-12-24,,,,,,,,,,
1,1419,2017-12-31,,,,,,,,,,
2,1419,2018-01-07,,,,,,,,,,
3,1419,2018-01-14,,,,,,,,,,
4,1419,2018-01-21,,,,,,,,,,
5,1419,2018-01-28,,,,,,,,,,
6,1419,2018-02-04,,,,,,,,,,
7,1419,2018-10-21,,,,,,,,,,
8,1419,2019-01-20,,,,,,,,,,
9,1419,2019-01-27,,,,,,,,,,
10,1419,2019-07-14,,,,,,,,,,
11,1419,2019-07-21,,,,,,,,,,
12,1419,2019-07-28,,,,,,,,,,
13,1419,2019-08-04,,,,,,,,,,
14,1419,2019-10-27,,,,,,,,,,
15,1419,2019-11-17,,,,,,,,,,
16,1419,2021-01-17,0.10306719618348985,0.013952887468256583,-0.07313708653441525,0.005329395284189145,0.01672592329411811,0.10306719618348985,0.11702008365174643,0.04388299711733118,0.049212392401520325,0.06593831569563843
17,1419,2021-01-24,0.01570681353938122,-0.07303211776347697,0.0060684895928475036,0.018913604786021124,-0.03928715899007533,0.01570681353938122,-0.05732530422409575,-0.051256814631248246,-0.03234320984522712,-0.07163036883530245
18,1419,2021-01-31,-0.07211209912637004,0.0069675588110363375,0.019764817455410016,-0.03841110724516979,0.03824434595482435,-0.07211209912637004,-0.0651445403153337,-0.045379722859923685,-0.08379083010509347,-0.04554648415026912
19,1419,2021-03-21,-0.00803338847797788,0.041840422917885804,0.005504816813515506,0.07273536316548598,0.04151792395612855,-0.00803338847797788,0.03380703443990792,0.03931185125342343,0.11204721441890941,0.15356513837503796
20,1419,2021-07-18,-0.11407907960646022,-0.08715863875710324,-0.11535181382821119,0.09537047054193928,-0.025867606686790827,-0.11407907960646022,-0.20123771836356347,-0.31658953219177466,-0.22121906164983537,-0.2470866683366262
21,1419,2021-09-12,-0.08991965540664149,-0.027241130739774265,-0.027132840422078544,-0.029168198044948267,-0.10151599150973484,-0.08991965540664149,-0.11716078614641576,-0.14429362656849432,-0.1734618246134426,-0.2749778161231774
22,1766,2019-11-10,,,,,,,,,,
23,1766,2020-02-16,,,,,,,,,,
24,1766,2020-02-23,,,,,,,,,,
25,1766,2020-09-13,-0.01684798603206314,0.01945165576610114,-0.007248375302262702,0.0010391518366476126,0.0076783150751988756,-0.01684798603206314,0.002603669734038,-0.004644705568224702,-0.0036055537315770898,0.004072761343621786
26,1766,2020-09-20,0.01872822276865619,-0.007910606015390896,-0.0009534524110077942,0.007277049865070491,-0.008356886947220242,0.01872822276865619,0.010817616753265294,0.0098641643422575,0.01714121420732799,0.008784327260107748
27,1766,2020-09-27,-0.008116344344085907,-0.0013340204014364483,0.007105606047976555,-0.008641445786290596,0.04213760282585979,-0.008116344344085907,-0.009450364745522355,-0.0023447586975458004,-0.010986204483836397,0.031151398342023396
28,1766,2021-02-07,0.006846552303139009,0.0005056794277257214,-0.015886645064300195,0.06261480803594534,0.0283106953649298,0.006846552303139009,0.007352231730864731,-0.008534413333435464,0.054080394702509874,0.08239109006743967
29,1766,2021-02-14,5.2827209610934595e-05,-0.016063654053249984,0.06255358670915175,0.028649484568150984,0.14772364194314516,5.2827209610934595e-05,-0.01601082684363905,0.04654275986551269,0.07519224443366368,0.22291588637680884
30,1766,2021-03-07,0.028344492275999614,0.14725613503297913,-0.029417072233898438,0.011034692200526715,0.001484159050661944,0.028344492275999614,0.17560062730897874,0.1461835550750803,0.15721824727560701,0.15870240632626895
31,1766,2021-03-14,0.14717432357761767,-0.029654452895480077,0.010839204288954414,0.0012293863204622928,-0.014243225073010377,0.14717432357761767,0.1175198706821376,0.128359074971092,0.1295884612915543,0.11534523621854392
32,1766,2021-03-21,-0.030403821723973035,0.009928121563801365,0.0005471541489462731,-0.015141195160543757,-0.020837961407410295,-0.030403821723973035,-0.02047570016017167,-0.019928546011225397,-0.035069741171769156,-0.05590770257917945
33,1766,2021-03-28,0.00973211347086455,0.0003208808803380342,-0.015338937382040754,-0.021079580353420526,-0.010178415280081751,0.00973211347086455,0.010052994351202584,-0.00528594303083817,-0.026365523384258696,-0.03654393866434045
34,1766,2021-04-04,0.0006400965852960544,-0.014973577920464063,-0.020785183478294625,-0.009864643970655163,0.0021230856950491227,0.0006400965852960544,-0.014333481335168008,-0.03511866481346263,-0.0449833087841178,-0.04286022308906867
35,1766,2021-09-05,-0.010464244168659511,-0.06533477360606774,-0.023600988267136056,-0.01759202963404306,-0.01114939586575472,-0.010464244168659511,-0.07579901777472725,-0.0994000060418633,-0.11699203567590637,-0.12814143154166108
36,1766,2021-09-12,-0.06538524772287341,-0.02391129810035521,-0.018212464001776906,-0.011707239377746915,-0.014778014306686484,-0.06538524772287341,-0.08929654582322862,-0.10750900982500552,-0.11921624920275244,-0.1339942635094389
37,1786,2022-06-12,,,,,,,,,,
38,1786,2022-07-31,,,,,,,,,,
39,1835,2017-09-24,,,,,,,,,,
40,1835,2017-10-01,,,,,,,,,,
41,1835,2017-11-05,,,,,,,,,,
42,1835,2019-04-28,,,,,,,,,,
43,1835,2019-09-22,,,,,,,,,,
44,1835,2019-10-20,,,,,,,,,,
45,1835,2019-10-27,,,,,,,,,,
46,1871,2017-09-10,,,,,,,,,,
47,1871,2017-09-17,,,,,,,,,,
48,1871,2017-09-24,,,,,,,,,,
49,1871,2017-10-01,,,,,,,,,,
50,1871,2017-10-15,,,,,,,,,,
51,1871,2017-11-05,,,,,,,,,,
52,1871,2017-11-12,,,,,,,,,,
53,1871,2017-11-19,,,,,,,,,,
